,invivo_lfc,invitro_lfc,invivo_pval,invitro_pval,concordant,lfc_diff,lfc_mean
ENSRNOG00000000047,-3.2295781015482845,-2.092251856351567,0.0035158667682007178,0.002835625315971727,True,1.1373262451967174,-2.6609149789499256
ENSRNOG00000000048,-2.601799786082324,-0.7125138530352437,0.011212678297457977,0.14541986528890385,True,1.8892859330470801,-1.6571568195587838
ENSRNOG00000000049,-1.9882957638792058,1.0497813812479444,0.0037145594036989502,0.03781487143766534,False,3.03807714512715,-0.4692571913156307
ENSRNOG00000000050,-2.3484796350256367,-3.1798214115851464,0.006146904485301563,0.018019615843579015,True,-0.8313417765595097,-2.764150523305392
ENSRNOG00000000051,-2.511066142289913,-1.3764158580812342,0.0012274024855409447,0.00903428305150055,True,1.134650284208679,-1.9437410001855737
ENSRNOG00000000052,-1.9429075512124419,-2.462038912370467,0.0027387670290085838,0.06780478690699271,True,-0.519131361158025,-2.2024732317914544
ENSRNOG00000000053,-3.0384274851207325,-0.9963788845150185,0.016458288417671007,0.7157732923828453,True,2.042048600605714,-2.0174031848178755
ENSRNOG00000000054,-2.5812929308012227,-2.740750967619526,0.02042050080391672,0.0186167138096295,True,-0.1594580368183034,-2.661021949210374
ENSRNOG00000000055,-2.610709182975435,-2.483662873514736,0.006852652057502793,0.021417281598036974,True,0.12704630946069928,-2.5471860282450853
ENSRNOG00000000056,-2.7636572286026255,-2.4980213174669816,0.007667787495739468,0.006610475869842001,True,0.2656359111356439,-2.6308392730348036
ENSRNOG00000000057,-2.833883306852451,-2.007049534315461,0.000696591612835068,0.03947703886150992,True,0.8268337725369901,-2.4204664205839563
ENSRNOG00000000058,-2.5562790573029055,-1.398912282264333,0.0271961432424164,0.02470257475377205,True,1.1573667750385725,-1.9775956697836192
ENSRNOG00000000059,-2.5793555024086836,-1.2460752783489657,0.02290893574025786,0.0037204427386945092,True,1.333280224059718,-1.9127153903788248
ENSRNOG00000000060,-3.2290565855207154,-2.201814401646009,0.03834321903222063,0.022209885827484583,True,1.0272421838747063,-2.715435493583362
ENSRNOG00000000061,-2.1189224540597316,-2.8372528423232284,0.02111563000888763,0.01084473602442492,True,-0.7183303882634968,-2.47808764819148
ENSRNOG00000000062,-3.185831124659755,-1.4021897069429345,0.00242740941279528,0.009134343953095697,True,1.7836414177168203,-2.2940104158013446
ENSRNOG00000000063,-2.7309400667283046,-1.9126458422214268,0.03480032134676757,0.021610186922986815,True,0.8182942245068778,-2.3217929544748657
ENSRNOG00000000064,-2.777168283632031,-0.6686529033543473,0.014172017310164306,0.03712245154508548,True,2.1085153802776837,-1.722910593493189
ENSRNOG00000000065,-2.3851378324044705,-2.365019444488974,0.04090537824069295,0.05565117968949855,True,0.020118387915496694,-2.3750786384467224
ENSRNOG00000000066,-3.8714623641304,-4.314982871327216,0.009284207893822916,0.007104546530229844,True,-0.44352050719681646,-4.093222617728808
ENSRNOG00000000067,-2.0654541110423255,-1.4402360983260105,0.002089789591073516,0.0400132411821931,True,0.6252180127163149,-1.752845104684168
ENSRNOG00000000068,-3.0061942085672984,-0.6834617391272848,0.009339844693921507,0.016994766805113682,True,2.3227324694400133,-1.8448279738472917
ENSRNOG00000000069,-1.8680220231337676,-1.1012657322841086,0.015393442391129324,0.03755152890627368,True,0.766756290849659,-1.4846438777089381
ENSRNOG00000000070,-2.8868989547096926,-2.1727445783340906,0.009220350993647514,0.014865513343319883,True,0.714154376375602,-2.5298217665218914
ENSRNOG00000000071,-2.6293061514404066,-2.7017925515197816,0.008791884906771191,0.005828698433669734,True,-0.07248640007937501,-2.6655493514800943
ENSRNOG00000000072,-1.4517283759589459,0.8584794943627804,0.02352181457245054,0.5952997288725687,False,2.3102078703217264,-0.29662444079808276
ENSRNOG00000000073,-2.7664029252762012,-2.9622367138168357,0.05078027011762094,0.013170072429508793,True,-0.1958337885406345,-2.8643198195465187
ENSRNOG00000000074,-1.856690069195925,-2.024213217562881,0.009755053895812951,0.010908769300257446,True,-0.16752314836695614,-1.940451643379403
ENSRNOG00000000075,-2.576572948661264,-1.1535336992014356,0.04128203720864716,0.033482981591533074,True,1.4230392494598283,-1.8650533239313498
ENSRNOG00000000076,-2.3507487018239064,-3.5473308416213856,0.015680459023201785,0.026557181683224435,True,-1.1965821397974792,-2.9490397717226458
ENSRNOG00000000077,-2.558024846353175,-0.4011366968697525,0.01669695612063739,0.16354042689551218,True,2.1568881494834224,-1.479580771611464
ENSRNOG00000000078,-2.091289024219926,-0.7666737665413262,0.0036311629533463457,0.37368966432686956,True,1.3246152576785994,-1.428981395380626
ENSRNOG00000000079,-3.011318967711831,-1.1035042726423798,0.010130908156773364,0.02984233510792644,True,1.907814695069451,-2.0574116201771053
ENSRNOG00000000080,-3.1904291138115113,-1.583468934844691,0.005345603679220465,0.014160576860874149,True,1.6069601789668202,-2.3869490243281013
ENSRNOG00000000081,-2.983145714226213,-2.1977187790030137,0.007644048449711611,0.02193588294738682,True,0.7854269352231995,-2.5904322466146135
ENSRNOG00000000082,-2.5401737742055452,-2.843624312122965,0.0008816418444160532,0.005440696283561455,True,-0.3034505379174197,-2.691899043164255
ENSRNOG00000000083,-2.732491271330198,-2.0051732777907434,0.010089066051182254,0.03211931879066543,True,0.7273179935394545,-2.3688322745604706
ENSRNOG00000000084,-2.173835074117294,-2.5022059777400267,0.007163763480148781,0.01821775956635229,True,-0.3283709036227327,-2.3380205259286604
ENSRNOG00000000085,-1.8171609801070883,-0.7252063908926173,0.008767943119763616,0.0859488372160362,True,1.0919545892144709,-1.2711836854998528
ENSRNOG00000000086,-3.1855030023410054,-1.3190232195163771,0.003430104722302109,0.037091185756571166,True,1.8664797828246282,-2.2522631109286912
ENSRNOG00000000087,-3.0403692749683597,-0.5168020442203669,0.0006572809080012467,0.5693121346867452,True,2.523567230747993,-1.7785856595943632
ENSRNOG00000000088,-3.4617436509877124,-1.9636296600911383,0.013652487359645776,0.0318755727342209,True,1.4981139908965742,-2.712686655539425
ENSRNOG00000000089,-1.3817762055445377,0.031196304654659834,0.0013663732262604105,0.06271600347128733,False,1.4129725101991975,-0.675289950444939
ENSRNOG00000000090,-2.4171983005269038,-1.955696818449944,0.0021784274728825002,0.0137534713799982,True,0.46150148207695985,-2.186447559488424
ENSRNOG00000000091,-2.3121186079690537,-2.074431648327561,0.007137627739028346,0.05332180589483611,True,0.23768695964149256,-2.1932751281483074
ENSRNOG00000000092,-3.404125031018629,-1.8174495357350264,0.011902974690890793,0.010480489574609706,True,1.5866754952836026,-2.610787283376828
ENSRNOG00000000093,-2.6007019934041247,-2.1742738718675594,0.0034989270640823065,0.026982849625578256,True,0.4264281215365653,-2.387487932635842
ENSRNOG00000000094,-2.294451209352149,-1.2775817440904207,0.001350395610783179,0.015386561528172542,True,1.0168694652617283,-1.7860164767212847
ENSRNOG00000000095,-2.751654614320655,-2.985376936540238,0.009195014472981534,0.002977227616262218,True,-0.23372232221958278,-2.8685157754304464
ENSRNOG00000000096,-1.9545766251041634,-2.2548211716709474,0.03806395682585447,0.015641521134098314,True,-0.300244546566784,-2.1046988983875554
ENSRNOG00000000097,-1.2129013246143023,-0.15759313466852098,0.012640890721430539,0.05563923556210017,True,1.0553081899457815,-0.6852472296414116
ENSRNOG00000000098,-3.168237696256371,-1.2233770542779316,0.009601674267601395,0.016446749312142243,True,1.9448606419784396,-2.1958073752671514
ENSRNOG00000000099,-3.213252347586018,-3.219950573773507,0.0032623631397793494,0.041008500482420364,True,-0.006698226187488832,-3.2166014606797626
ENSRNOG00000000100,-3.126653639317146,-1.421979448703918,0.014828850865387943,0.020631254361694197,True,1.7046741906132281,-2.274316544010532
ENSRNOG00000000101,-1.6362805039901058,-1.6720431994003104,0.0010895185496721234,0.010477340445298161,True,-0.035762695410204604,-1.6541618516952081
ENSRNOG00000000102,-1.9745868097821895,-1.3253885956415636,0.026262576996995572,0.001074937051015918,True,0.6491982141406258,-1.6499877027118766
ENSRNOG00000000103,-2.6813166906761894,-0.3355037130796297,0.05218252301761935,0.25046950679597874,True,2.3458129775965597,-1.5084102018779095
ENSRNOG00000000104,-2.5780642013594757,-0.9052220612003476,0.027169835846155198,0.3366813395098272,True,1.672842140159128,-1.7416431312799117
ENSRNOG00000000105,-3.0899261757180327,-1.2654842120649596,0.00013595115191846236,0.0025488548141208538,True,1.824441963653073,-2.177705193891496
ENSRNOG00000000106,-2.06598370535409,0.5993609567390337,0.011881421394090251,0.20634694226872966,False,2.6653446620931236,-0.7333113743075281
ENSRNOG00000000107,-2.827941094465132,-2.6620732523385775,0.02843808256853144,0.010417674515922156,True,0.1658678421265547,-2.745007173401855
ENSRNOG00000000108,-2.7560459236729997,-2.909279951839813,0.02685848861591809,0.003465411866706929,True,-0.1532340281668132,-2.8326629377564063
ENSRNOG00000000109,-2.234726137082446,-2.277842156956084,0.00011295070879405894,0.0003487663637179476,True,-0.04311601987363778,-2.256284147019265
ENSRNOG00000000110,-2.7127969628499327,-2.1119280408149,0.013417432798614822,0.05310353509081068,True,0.6008689220350325,-2.4123625018324164
ENSRNOG00000000111,-2.740979596098708,-4.33614427035361,0.035551361916535004,0.0007571151337490556,True,-1.5951646742549017,-3.538561933226159
ENSRNOG00000000112,-2.593654876682555,-1.9814849646757884,0.01655140072202981,0.009081493983169455,True,0.6121699120067665,-2.2875699206791715
ENSRNOG00000000113,-2.122786751724154,-2.0152942596620824,0.04300221405030238,0.08316396685425535,True,0.10749249206207168,-2.0690405056931183
ENSRNOG00000000114,-1.6121041547097001,-0.2732830694349071,0.01909691800383083,0.011570495503927743,True,1.338821085274793,-0.9426936120723036
ENSRNOG00000000115,-2.248708260652351,-1.1590812692830568,0.02277250218019719,0.0013952310907092535,True,1.0896269913692942,-1.7038947649677039
ENSRNOG00000000116,-2.11801146582544,-2.070979255919103,0.007943555524659907,0.006365263392801391,True,0.04703220990633694,-2.094495360872272
ENSRNOG00000000117,-2.7199124372606747,-1.2300815697062097,0.048244189896380706,0.0869809072322735,True,1.489830867554465,-1.974997003483442
ENSRNOG00000000118,-3.02467871790123,-1.2973553153578785,0.01559745022175369,0.03184851534528009,True,1.7273234025433517,-2.1610170166295544
ENSRNOG00000000119,-2.207608260658931,-2.3081466965290547,0.02965068793855776,0.020670302622710413,True,-0.10053843587012379,-2.2578774785939926
ENSRNOG00000000120,2.4198685772203996,1.1278351643583324,0.00042402035278569806,0.058097476714271595,True,-1.2920334128620672,1.773851870789366
ENSRNOG00000000121,1.3041599458751754,-1.4498025832577628,0.03643229186425928,0.007058386954584236,False,-2.753962529132938,-0.07282131869129371
ENSRNOG00000000122,2.070351263602081,0.26264588616166606,0.006098518261494809,0.19978942355188475,True,-1.807705377440415,1.1664985748818735
ENSRNOG00000000123,2.241972083562912,0.7449479783780231,0.001767216360245655,0.10280618036609886,True,-1.4970241051848892,1.4934600309704678
ENSRNOG00000000124,1.9426794930800648,1.3988965407307672,0.007072342115050518,0.006881952128490259,True,-0.5437829523492976,1.6707880169054161
ENSRNOG00000000125,3.337214916179489,1.2766543296742467,0.0088923929557759,0.021510822309193944,True,-2.0605605865052423,2.306934622926868
ENSRNOG00000000126,2.6358873258315514,1.2532787951638906,0.009582789946344858,0.03993977472190204,True,-1.3826085306676608,1.944583060497721
ENSRNOG00000000127,3.2612224425220533,0.931034045253267,0.003144099023621067,0.12281731685149538,True,-2.3301883972687865,2.09612824388766
ENSRNOG00000000128,2.4843976831565113,1.8690600180042618,0.002204238753899624,0.011695506027308674,True,-0.6153376651522495,2.1767288505803863
ENSRNOG00000000129,2.3569714854975543,2.04974093445249,0.011423946008153815,0.0028202269752302927,True,-0.30723055104506436,2.203356209975022
ENSRNOG00000000130,1.6443815276728255,1.540663054658335,0.0017276165824445307,0.024063308056428565,True,-0.10371847301449044,1.5925222911655803
ENSRNOG00000000131,2.3083506732375967,1.5826576463020883,0.026231502378427585,0.00960478240958094,True,-0.7256930269355084,1.9455041597698424
ENSRNOG00000000132,2.309137747972808,-0.04791297770495451,0.02225901978935533,0.07885735050776566,False,-2.3570507256777624,1.1306123851339267
ENSRNOG00000000133,1.3430202811760368,0.2623024441122116,0.016228858185957807,0.07972482199006276,True,-1.0807178370638253,0.8026613626441241
ENSRNOG00000000134,1.9223307711607234,0.8795129184548831,0.007817982525346661,0.11519681949514783,True,-1.0428178527058403,1.4009218448078031
ENSRNOG00000000135,2.0737021810385463,0.986657404539555,0.0006514793089618937,0.10241424775477846,True,-1.0870447764989914,1.5301797927890506
ENSRNOG00000000136,2.5894356808390047,1.8395465418598516,0.003714657539527771,0.05194564406276693,True,-0.7498891389791531,2.214491111349428
ENSRNOG00000000137,2.622945078389994,3.2804210942947662,0.0009231271891473932,0.020612380599302413,True,0.6574760159047721,2.9516830863423804
ENSRNOG00000000138,1.8930770626243565,2.139993425903392,0.005131929595240542,0.03184860627740852,True,0.24691636327903566,2.016535244263874
ENSRNOG00000000139,2.6282087217793193,0.7502882619688078,0.028294166254916032,0.1538105264796584,True,-1.8779204598105115,1.6892484918740636
ENSRNOG00000000140,2.172544749456038,2.1896534486915713,0.0022353556447669257,0.000948271428278852,True,0.017108699235533376,2.181099099073805
ENSRNOG00000000141,0.29126598260153047,0.8703783542180639,0.36996580386151384,0.05611472746489185,True,0.5791123716165334,0.5808221684097972
ENSRNOG00000000142,1.9607085776339201,0.48691098619192263,0.007371709811091275,0.034008027785555596,True,-1.4737975914419974,1.2238097819129214
ENSRNOG00000000143,3.055292048099665,2.9689078114749834,0.0013596858390894472,0.021773744558478535,True,-0.08638423662468142,3.012099929787324
ENSRNOG00000000144,1.1227359703606241,0.5950649921026979,0.0014221242226824596,0.5086456515703127,True,-0.5276709782579262,0.858900481231661
ENSRNOG00000000145,2.378883840290878,0.13718984688263003,0.01283388313493003,0.025597383390719645,True,-2.241693993408248,1.258036843586754
ENSRNOG00000000146,3.409682849929701,2.796547198821196,0.012543892035377726,0.014451000591480034,True,-0.6131356511085051,3.103115024375448
ENSRNOG00000000147,1.7675709328926632,1.4297581491622617,0.007249944007421814,0.020939230837670464,True,-0.33781278373040147,1.5986645410274625
ENSRNOG00000000148,2.3015043562993798,1.3259614516384592,0.0010781880652489502,0.010687591314937345,True,-0.9755429046609205,1.8137329039689196
ENSRNOG00000000149,1.387188619940455,0.903962522327045,0.016024779016416864,0.17196630021946888,True,-0.48322609761341007,1.14557557113375
ENSRNOG00000000150,3.4390617991645005,1.5835222705989755,0.008248484564597,0.01209921718743616,True,-1.855539528565525,2.511292034881738
ENSRNOG00000000151,2.2416671611023697,2.1649706985365764,0.0025043236476716556,0.014841604729976969,True,-0.07669646256579332,2.2033189298194733
ENSRNOG00000000152,2.3326387899558125,1.5405712109355805,0.0023140804367750957,0.03952451003272081,True,-0.7920675790202321,1.9366050004456965
ENSRNOG00000000153,3.2480103258539352,2.3834183077263154,0.006141867100485078,0.018180319703238187,True,-0.8645920181276199,2.8157143167901255
ENSRNOG00000000154,2.7630348762518366,2.2538627365015653,0.002756293096281414,0.0333696383786559,True,-0.5091721397502713,2.508448806376701
ENSRNOG00000000155,1.687059887252282,-0.06511417181608947,0.022229316118806203,0.1373333306089544,False,-1.7521740590683714,0.8109728577180962
ENSRNOG00000000156,1.8469054531388787,0.3168985351582829,0.011846270407299108,0.04480699118661659,True,-1.5300069179805957,1.0819019941485808
ENSRNOG00000000157,2.6464519131663087,-0.5208543816439299,0.021279114297047895,0.07464601937054574,False,-3.1673062948102384,1.0627987657611895
ENSRNOG00000000158,1.8631152614559419,1.859897749204968,0.019259673281830824,0.023760591917602047,True,-0.0032175122509738863,1.861506505330455
ENSRNOG00000000159,0.817929681515631,-0.7166283415034757,0.3867874561800773,0.09738929323337758,False,-1.5345580230191067,0.05065067000607765
ENSRNOG00000000160,2.2627314409526456,1.677855575238234,0.006365798220418088,0.0020238895635911205,True,-0.5848758657144115,1.9702935080954398
ENSRNOG00000000161,1.2638511372126333,1.2489564094911212,0.006517492498737576,0.024855058346327383,True,-0.014894727721512124,1.2564037733518774
ENSRNOG00000000162,3.4313972274946076,2.9658205955334793,0.008554767518378654,0.030282754363130892,True,-0.4655766319611283,3.1986089115140435
ENSRNOG00000000163,2.423751346434207,0.3839331560473984,0.004805265458524062,0.04209327855412065,True,-2.0398181903868084,1.4038422512408026
ENSRNOG00000000164,1.666377460279497,1.0647169739423323,0.0103441609020427,0.06270997385230596,True,-0.6016604863371646,1.3655472171109146
ENSRNOG00000000165,1.810957309736282,2.9852454124478083,0.016241699739473103,0.017969819989023937,True,1.1742881027115262,2.398101361092045
ENSRNOG00000000166,0.9774216884882556,2.464677162155546,0.07889432151267237,0.0030515396118956577,True,1.4872554736672903,1.7210494253219006
ENSRNOG00000000167,1.5303766792536473,2.0773453906207786,0.024393101856366305,0.006118499021189822,True,0.5469687113671313,1.803861034937213
ENSRNOG00000000168,3.011426241778489,2.4021376401691543,0.005417094440608175,0.019582295427754796,True,-0.6092886016093346,2.706781940973822
ENSRNOG00000000169,3.862250301844674,1.5709684969667321,0.0006892527590804837,0.003265036669050188,True,-2.2912818048779418,2.7166093994057032
ENSRNOG00000000170,2.808477559239271,2.66431744694331,0.038838285263428814,0.015697237977307765,True,-0.14416011229596082,2.7363975030912906
ENSRNOG00000000171,2.235570222965279,1.354265461432207,0.025406637891200325,0.05606311644502173,True,-0.8813047615330722,1.794917842198743
ENSRNOG00000000172,1.9976284370422581,1.9469420262252224,0.01292792291775174,0.08024623598535903,True,-0.05068641081703573,1.9722852316337403
ENSRNOG00000000173,1.6304529304965463,0.444222365142929,0.0030241673947379684,0.3235208741428764,True,-1.1862305653536174,1.0373376478197376
ENSRNOG00000000174,3.741836129537818,2.362868799603791,0.003517996745437997,0.015105504171468075,True,-1.378967329934027,3.0523524645708044
ENSRNOG00000000175,2.1678759086949375,1.6465103459928037,0.019690262244048636,0.04567122027824284,True,-0.5213655627021339,1.9071931273438705
ENSRNOG00000000176,3.780940881043753,2.829631795178303,0.06288506668369193,0.03169733019995518,True,-0.9513090858654496,3.305286338111028
ENSRNOG00000000177,3.2754636567270423,2.7457241367576497,0.01789584147167815,0.037703286095533715,True,-0.5297395199693926,3.0105938967423462
ENSRNOG00000000178,1.0814424980576083,0.1272261649280293,0.023177517828010568,0.1851553789917041,True,-0.954216333129579,0.6043343314928188
ENSRNOG00000000179,1.8338333229684955,-0.16344201509713585,0.004252009995258336,0.04207277914885531,False,-1.9972753380656314,0.8351956539356798
ENSRNOG00000000180,1.8316684130783243,2.951558812788045,0.02002865797377775,0.03203449961100453,True,1.119890399709721,2.3916136129331846
ENSRNOG00000000181,2.244107545125982,4.139710008160193,0.006657835984793736,0.02785388027924753,True,1.8956024630342112,3.191908776643088
ENSRNOG00000000182,2.2577800228203726,2.005082162280351,0.02973359370830938,0.03610621597114199,True,-0.2526978605400214,2.131431092550362
ENSRNOG00000000183,4.3973673667787,1.6000181099428998,0.016141923440868136,0.004022210546684687,True,-2.7973492568358003,2.9986927383607997
ENSRNOG00000000184,1.5459404878676688,0.2393846590649943,0.007078758193063389,0.09878692648516457,True,-1.3065558288026744,0.8926625734663316
ENSRNOG00000000185,2.460278954965073,2.2075631368797675,0.014663889906661525,0.004066082594447419,True,-0.2527158180853055,2.3339210459224202
ENSRNOG00000000186,2.731555419727462,3.2656290776800247,0.005588239785584187,0.0023797050449898605,True,0.5340736579525629,2.9985922487037433
ENSRNOG00000000187,2.2988995968715624,0.28971655960371345,0.0023041425613616407,0.009200194921721892,True,-2.009183037267849,1.294308078237638
ENSRNOG00000000188,2.3771264044469502,1.48589649313258,0.029604518496420523,0.054879306902127084,True,-0.8912299113143702,1.931511448789765
ENSRNOG00000000189,1.5686337739853888,1.272399633976232,0.014779784272249546,0.02439348043794783,True,-0.2962341400091568,1.4205167039808104
ENSRNOG00000000190,2.374540336221877,2.522494802481045,0.004270931552470499,0.024220262353032648,True,0.14795446625916808,2.448517569351461
ENSRNOG00000000191,2.65797929732206,1.4466447730586027,0.0027532415735845184,0.14364038708542906,True,-1.2113345242634572,2.0523120351903312
ENSRNOG00000000192,2.52932040898979,0.0779324522250362,0.011970098066877275,0.03863840251957319,True,-2.4513879567647536,1.303626430607413
ENSRNOG00000000193,2.6991406327384637,2.4876730676877026,0.0008167852739151742,0.01736124877014372,True,-0.21146756505076114,2.593406850213083
ENSRNOG00000000194,3.2888255304453624,3.4174371241326464,0.0033413309534701292,0.02122987882928575,True,0.12861159368728403,3.353131327289004
ENSRNOG00000000195,2.955876579340039,1.9232750391188078,0.006349643483236711,0.03811556012577089,True,-1.0326015402212312,2.4395758092294235
ENSRNOG00000000196,2.3499062294482056,2.023438331896533,0.02476697234291957,0.012983084627214567,True,-0.3264678975516726,2.1866722806723695
ENSRNOG00000000197,1.4797691536817053,0.5080272336051355,0.005923392372574522,0.14402086757698687,True,-0.9717419200765698,0.9938981936434204
ENSRNOG00000000198,1.8799963077022164,0.3903360547753182,0.025206634051732006,0.07770989059454508,True,-1.4896602529268983,1.1351661812387672
ENSRNOG00000000199,2.146258193657809,2.5372025362618897,0.027623816251580547,0.058857124021660816,True,0.39094434260408084,2.341730364959849
